0.000000000000000000e+00 -3.269485099593440469e-01
1.665783132530120336e-01 -2.999158100373837121e-01
3.331566265060240672e-01 -3.113183478686098460e-01
4.997349397590361009e-01 -3.690722152683773016e-01
6.663132530120481345e-01 -4.659052292575922571e-01
8.328915662650602236e-01 -5.795918061421823086e-01
9.994698795180722017e-01 -6.784010001672645673e-01
1.166048192771084180e+00 -7.302416979874271075e-01
1.332626506024096269e+00 -7.130283457159634075e-01
1.499204819277108358e+00 -6.231894608159965765e-01
1.665783132530120447e+00 -4.792130435097585739e-01
1.832361445783132314e+00 -3.182387808195695222e-01
1.998939759036144403e+00 -1.861015335003184390e-01
2.165518072289156493e+00 -1.239581214155999755e-01
2.332096385542168360e+00 -1.560964642417935755e-01
2.498674698795180671e+00 -2.828107479736390872e-01
2.665253012048192538e+00 -4.799588880162284910e-01
2.831831325301204405e+00 -7.045920952285250616e-01
2.998409638554216716e+00 -9.049127787194461980e-01
3.164987951807228583e+00 -1.032494827569887086e+00
3.331566265060240895e+00 -1.054317043546356247e+00
3.498144578313252762e+00 -9.615794142600483374e-01
3.664722891566264629e+00 -7.723950019096539332e-01
3.831301204819276940e+00 -5.271172790163853872e-01
3.997879518072288807e+00 -2.778263898972631596e-01
4.164457831325300674e+00 -7.571777595159946694e-02
4.331036144578312985e+00 3.963197675089893957e-02
4.497614457831325296e+00 4.687646348366702326e-02
4.664192771084336719e+00 -5.461280183871065202e-02
4.830771084337349031e+00 -2.452322235849045684e-01
4.997349397590361342e+00 -4.878871581678747571e-01
5.163927710843373653e+00 -7.333644057341744960e-01
5.330506024096385076e+00 -9.289899231639758836e-01
5.497084337349397387e+00 -1.029920550424281211e+00
5.663662650602408810e+00 -1.010213212711462916e+00
5.830240963855422009e+00 -8.694527971682447509e-01
5.996819277108433432e+00 -6.317168859718035323e-01
6.163397590361445744e+00 -3.369981268673223340e-01
6.329975903614457167e+00 -2.903177836806656795e-02
6.496554216867469478e+00 2.548189031442386066e-01
6.663132530120481789e+00 4.877903141402453735e-01
6.829710843373494100e+00 6.524626463244481700e-01
6.996289156626505523e+00 7.380024965485899591e-01
7.162867469879517834e+00 7.401142100960467207e-01
7.329445783132529257e+00 6.646616579767828936e-01
7.496024096385541569e+00 5.318006305019256086e-01
7.662602409638553880e+00 3.757458515391834397e-01
7.829180722891566191e+00 2.374156169168591957e-01
7.995759036144577614e+00 1.517536494371730937e-01
8.162337349397589037e+00 1.354252226976372098e-01
8.328915662650601348e+00 1.812077133830520270e-01
8.495493975903613659e+00 2.622807627492984017e-01
8.662072289156625970e+00 3.446335354527898520e-01
8.828650602409638282e+00 4.018446252759634851e-01
8.995228915662650593e+00 4.256299931290898897e-01
9.161807228915661128e+00 4.279108808907601813e-01
9.328385542168673439e+00 4.341609417517438563e-01
9.494963855421685750e+00 4.714231692831734599e-01
9.661542168674698061e+00 5.562144313403792895e-01
9.828120481927710372e+00 6.870734445134105695e-01
9.994698795180722684e+00 8.441450715718566977e-01
1.016127710843373322e+01 9.950501639321798208e-01
1.032785542168674731e+01 1.103857784121425212e+00
1.049443373493975784e+01 1.139399050291498794e+00
1.066101204819277015e+01 1.080539620514637367e+00
1.082759036144578246e+01 9.183169238829105296e-01
1.099416867469879477e+01 6.564922645740588480e-01
1.116074698795180531e+01 3.120092317040608076e-01
1.132732530120481762e+01 -8.469430767376510960e-02
1.149390361445782993e+01 -4.911934796565167183e-01
1.166048192771084402e+01 -8.582440398760613487e-01
1.182706024096385633e+01 -1.138785425425471898e+00
1.199363855421686686e+01 -1.298524018095339683e+00
1.216021686746987918e+01 -1.324293451970061541e+00
1.232679518072289149e+01 -1.226783280726951197e+00
1.249337349397590202e+01 -1.036451183320715064e+00
1.265995180722891433e+01 -7.943129165700819616e-01
1.282653012048192664e+01 -5.412575855876461395e-01
1.299310843373493896e+01 -3.095668957914778363e-01
1.315968674698794949e+01 -1.186997627655761028e-01
1.332626506024096358e+01 2.464235651866582277e-02
1.349284337349397589e+01 1.235226806186288662e-01
1.365942168674698820e+01 1.865934288605833324e-01
1.382600000000000051e+01 2.242010408171002389e-01
1.399257831325301105e+01 2.456598304719675996e-01
1.415915662650602336e+01 2.579479810326076872e-01
1.432573493975903567e+01 2.655669292061729747e-01
1.449231325301204620e+01 2.710540193923303143e-01
1.465889156626505851e+01 2.756683777441413241e-01
1.482546987951807083e+01 2.799624628575210217e-01
1.499204819277108314e+01 2.841512027286255959e-01
1.515862650602409722e+01 2.883088854227219833e-01
1.532520481927710776e+01 2.924583627481324166e-01
1.549178313253012007e+01 2.966058987416690940e-01
1.565836144578313238e+01 3.007530234386632806e-01
1.582493975903614469e+01 3.049000702863102763e-01
1.599151807228915523e+01 3.090471042629577281e-01
1.615809638554216932e+01 3.131941369853880053e-01
1.632467469879517807e+01 3.173411696668311244e-01
1.649125301204819039e+01 3.214882023030178337e-01
1.665783132530120270e+01 3.256352349057137774e-01
1.682440963855421501e+01 3.297822674692424405e-01
1.699098795180722732e+01 3.339292999964973974e-01
1.715756626506023963e+01 3.380763324859893948e-01
1.732414457831325194e+01 3.422233649384306964e-01
1.749072289156626425e+01 3.463703973535684488e-01
1.765730120481927656e+01 3.505174297313708998e-01
1.782387951807228887e+01 3.546644620720519336e-01
1.799045783132530119e+01 3.588114943752778729e-01
1.815703614457831350e+01 3.629585266414628864e-01
1.832361445783132226e+01 3.671055588701375716e-01
1.849019277108433457e+01 3.712525910618104663e-01
1.865677108433734688e+01 3.753996232159452773e-01
1.882334939759036274e+01 3.795466553330977266e-01
1.898992771084337150e+01 3.836936874126979924e-01
1.915650602409638381e+01 3.878407194553268322e-01
1.932308433734939612e+01 3.919877514603940516e-01
1.948966265060240843e+01 3.961347834284989489e-01
1.965624096385542074e+01 4.002818153590332884e-01
1.982281927710843306e+01 4.044288472526135769e-01
1.998939759036144537e+01 4.085758791086151476e-01
2.015597590361445768e+01 4.127229109276718266e-01
2.032255421686746644e+01 4.168699427091393517e-01
2.048913253012048230e+01 4.210169744536736980e-01
2.065571084337349461e+01 4.251640061606057341e-01
2.082228915662650337e+01 4.293110378306198571e-01
2.098886746987951568e+01 4.334580694630140174e-01
2.115544578313252799e+01 4.376051010585098044e-01
2.132202409638554030e+01 4.417521326163644235e-01
2.148860240963855617e+01 4.458991641373442616e-01
2.165518072289156493e+01 4.500461956206557868e-01
2.182175903614457724e+01 4.541932270671232841e-01
2.198833734939758955e+01 4.583402584758886622e-01
2.215491566265060186e+01 4.624872898478474825e-01
2.232149397590361062e+01 4.666343211820610515e-01
2.248807228915662648e+01 4.707813524795179116e-01
2.265465060240963524e+01 4.749283837391736207e-01
2.282122891566265110e+01 4.790754149621349045e-01
2.298780722891565986e+01 4.832224461472245935e-01
2.315438554216867217e+01 4.873694772957011256e-01
2.332096385542168804e+01 4.915165084062114165e-01
2.348754216867469680e+01 4.956635394802188510e-01
2.365412048192771266e+01 4.998105705161302037e-01
2.382069879518072142e+01 5.039576015156929101e-01
2.398727710843373373e+01 5.081046324769742384e-01
2.415385542168674604e+01 5.122516634021342385e-01
2.432043373493975835e+01 5.163986942887280884e-01
2.448701204819276711e+01 5.205457251395659846e-01
2.465359036144578297e+01 5.246927559513531181e-01
2.482016867469879173e+01 5.288397867280557607e-01
2.498674698795180404e+01 5.329868174647205414e-01
2.515332530120481991e+01 5.371338481678740173e-01
2.531990361445782867e+01 5.412808788283725026e-01
2.548648192771084453e+01 5.454279094417859852e-01
2.565306024096385329e+01 5.495749391849277243e-01
2.581963855421686560e+01 5.537219598004380350e-01
2.598621686746987791e+01 5.578689209157597917e-01
2.615279518072289022e+01 5.620155624009677275e-01
2.631937349397589898e+01 5.661606754328261104e-01
2.648595180722891484e+01 5.702992214322319953e-01
2.665253012048192716e+01 5.744124785163705615e-01
2.681910843373493947e+01 5.784384152761814502e-01
2.698568674698795178e+01 5.821941135776019793e-01
2.715226506024096054e+01 5.852007279743161039e-01
2.731884337349397640e+01 5.863490847046289867e-01
2.748542168674698516e+01 5.833767439629601315e-01
2.765200000000000102e+01 5.722498812731022788e-01
2.781857831325300978e+01 5.467587041232645495e-01
2.798515662650602209e+01 4.988367057303115248e-01
2.815173493975903440e+01 4.200834789620781495e-01
2.831831325301204672e+01 3.045245624551244923e-01
2.848489156626506258e+01 1.518672304914335247e-01
2.865146987951807134e+01 -3.014439756989457583e-02
2.881804819277108365e+01 -2.256513859639772968e-01
2.898462650602409241e+01 -4.133478077544688323e-01
2.915120481927710827e+01 -5.709682962454806221e-01
2.931778313253011703e+01 -6.796330119393286795e-01
2.948436144578313289e+01 -7.261867609198907614e-01
2.965093975903614165e+01 -7.030249545119499066e-01
2.981751807228915396e+01 -6.066832759241468365e-01
2.998409638554216627e+01 -4.373172242502044171e-01
3.015067469879517859e+01 -2.003188925363587058e-01
3.031725301204819445e+01 9.065204211620767061e-02
3.048383132530120321e+01 4.113992065511578589e-01
3.065040963855421552e+01 7.277149498454793530e-01
3.081698795180722783e+01 9.993810356472887513e-01
3.098356626506024014e+01 1.186971896051475905e+00
3.115014457831324890e+01 1.260095073096439533e+00
3.131672289156626476e+01 1.205348904511217567e+00
3.148330120481927352e+01 1.031812359984827454e+00
3.164987951807228939e+01 7.716570410749935549e-01
3.181645783132529814e+01 4.743824724149375283e-01
